Age,Gender,Education Level,Job Title,Years of Experience,City,Salary
,Male,Bachelor's,UX Designer,14.0,Atlanta,82823.98
23.0,Female,PhD,Data Scientist,0.0,Austin,111634.58
40.0,Male,Bachelor's,Marketing Manager,13.2,Seattle,108008.99
26.0,Female,High School,UX Designer,3.5,San Francisco,85074.91
41.0,Male,High School,Customer Support Specialist,6.0,San Francisco,76486.52
40.0,Male,PhD,Data Scientist,13.4,Denver,133428.77
21.0,Male,PhD,Financial Analyst,0.0,San Francisco,123196.62
43.0,Male,High School,UX Designer,16.3,Chicago,90610.39
44.0,Female,Bachelor's,DevOps Engineer,15.0,Denver,102213.3
34.0,,Bachelor's,DevOps Engineer,10.0,San Francisco,123263.23
30.0,Male,Master's,Data Analyst,8.9,Seattle,101468.62
26.0,Female,Bachelor's,Sales Executive,5.0,Remote,50215.41
24.0,Female,Master's,Marketing Manager,2.0,Boston,103357.28
33.0,Male,Bachelor's,UX Designer,4.8,Atlanta,82509.68
44.0,Male,Master's,Project Manager,13.5,Remote,121064.7
36.0,Female,High School,Data Analyst,7.7,Denver,63775.67
47.0,Female,PhD,Operations Manager,16.6,Denver,143793.69
43.0,Female,Master's,Business Analyst,,Austin,125306.02
41.0,Male,Bachelor's,DevOps Engineer,5.3,Seattle,106928.9
31.0,Female,Bachelor's,Project Manager,7.6,Atlanta,93064.62
45.0,Female,Master's,Sales Executive,17.2,Austin,105185.65
36.0,Male,Bachelor's,Financial Analyst,13.4,Boston,96555.23
49.0,Female,Bachelor's,Data Analyst,10.8,Denver,81034.12
44.0,Female,High School,DevOps Engineer,9.9,San Francisco,99934.78
38.0,Male,Master's,Project Manager,16.3,Denver,124158.57
34.0,Female,Bachelor's,Product Manager,4.9,Chicago,97821.27
28.0,Male,Bachelor's,DevOps Engineer,2.1,Chicago,88377.27
29.0,Male,Bachelor's,HR Manager,0.0,Denver,58112.49
30.0,Male,Master's,Operations Manager,9.0,San Francisco,124394.04
26.0,Female,Master's,Sales Executive,0.0,Denver,76936.94
32.0,Female,Bachelor's,Operations Manager,5.4,New York,100526.16
43.0,Female,PhD,Project Manager,12.9,Remote,138821.17
25.0,Male,Master's,Financial Analyst,4.0,Remote,91210.5
48.0,Male,High School,Project Manager,19.5,Chicago,107947.25
28.0,Female,Bachelor's,Customer Support Specialist,0.2,Austin,50097.22
,Male,Bachelor's,Sales Executive,9.6,Denver,74727.56
27.0,Male,PhD,Operations Manager,1.7,San Francisco,133314.4
38.0,Male,High School,Sales Executive,4.0,Seattle,51193.19
41.0,Male,Master's,Customer Support Specialist,9.8,Seattle,100444.65
28.0,Female,Bachelor's,Sales Executive,5.7,Chicago,76636.94
34.0,Male,Master's,Sales Executive,7.0,Chicago,92645.03
22.0,Female,Master's,DevOps Engineer,,Remote,76378.44
42.0,Female,High School,Project Manager,4.3,Remote,64767.26
34.0,Male,Master's,UX Designer,8.8,New York,106213.36
37.0,Female,Master's,Project Manager,8.5,Atlanta,105207.26
42.0,Male,High School,DevOps Engineer,11.6,Boston,81232.29
49.0,Male,Bachelor's,Business Analyst,12.4,Boston,101181.19
40.0,Female,Master's,Research Scientist,16.4,Chicago,144729.54
25.0,Female,Bachelor's,Data Analyst,2.3,Seattle,76902.63
39.0,Female,High School,Data Analyst,12.2,Seattle,78716.29
25.0,Female,Master's,Business Analyst,0.0,New York,97983.11
52.0,Female,Bachelor's,Financial Analyst,19.5,Austin,109691.04
32.0,Male,Master's,HR Manager,7.0,Denver,76953.8
31.0,Female,Bachelor's,Project Manager,6.1,New York,93012.71
27.0,Male,Bachelor's,Business Analyst,6.0,San Francisco,79621.37
27.0,Female,High School,Product Manager,1.8,Boston,77425.54
40.0,Male,Bachelor's,DevOps Engineer,8.7,Boston,105333.87
29.0,Female,PhD,DevOps Engineer,3.2,Atlanta,126544.96
34.0,Female,PhD,Software Engineer,2.2,Denver,130002.39
35.0,Female,Bachelor's,UX Designer,8.4,Remote,89287.31
42.0,Male,High School,Financial Analyst,13.4,Boston,91517.75
45.0,Female,Master's,Project Manager,15.0,Boston,124162.61
38.0,Male,Bachelor's,Operations Manager,8.3,Remote,93223.59
34.0,Female,High School,Software Engineer,11.6,San Francisco,96500.42
35.0,Male,Master's,Software Engineer,5.4,Denver,97377.12
21.0,Male,PhD,Software Engineer,0.0,San Francisco,122737.33
35.0,Female,Master's,Financial Analyst,11.3,Austin,112623.59
43.0,Male,Bachelor's,Data Analyst,16.5,New York,105660.32
28.0,Male,,Sales Executive,4.8,Seattle,61397.3
39.0,Female,PhD,Customer Support Specialist,12.6,Remote,118640.64
38.0,Male,Master's,Software Engineer,5.2,Chicago,100258.31
21.0,Female,Bachelor's,Research Scientist,0.0,Boston,84614.91
39.0,,Bachelor's,Project Manager,6.3,New York,99388.12
28.0,Female,Bachelor's,HR Manager,4.2,San Francisco,84158.7
53.0,Female,Bachelor's,DevOps Engineer,21.7,Denver,130884.98
27.0,Female,Master's,Customer Support Specialist,4.9,Denver,77201.07
21.0,Male,High School,Sales Executive,0.0,Chicago,37452.34
45.0,Female,Bachelor's,UX Designer,13.2,Remote,84731.4
21.0,Female,Bachelor's,Data Scientist,0.0,Austin,74270.86
51.0,Male,Master's,Financial Analyst,17.6,New York,137773.15
37.0,Male,High School,Marketing Manager,12.6,Austin,92637.7
21.0,Female,Bachelor's,Business Analyst,0.0,Boston,63708.21
44.0,Female,Bachelor's,Project Manager,11.8,Remote,104987.77
28.0,Male,Master's,UX Designer,7.0,Austin,96739.28
44.0,Female,Master's,Business Analyst,6.7,Boston,104954.45
27.0,Female,PhD,Project Manager,1.3,Atlanta,92590.19
30.0,Female,High School,Data Analyst,7.8,Denver,63397.67
50.0,Female,Bachelor's,Data Scientist,20.3,Austin,127218.56
35.0,Female,High School,Project Manager,6.9,Boston,93191.87
39.0,Male,High School,Data Scientist,11.6,New York,107235.88
27.0,Female,Bachelor's,Project Manager,5.1,Atlanta,82037.4
36.0,Female,Bachelor's,DevOps Engineer,10.7,Denver,85042.05
32.0,Female,Bachelor's,Operations Manager,4.6,Remote,74433.91
47.0,Female,PhD,Project Manager,8.7,Boston,125341.69
43.0,Male,Master's,Data Analyst,10.7,Denver,94057.22
39.0,Male,Bachelor's,Customer Support Specialist,8.4,Denver,67036.5
36.0,Female,Bachelor's,HR Manager,8.1,San Francisco,106468.6
47.0,Female,High School,UX Designer,11.5,San Francisco,108566.2
46.0,Female,High School,HR Manager,19.5,Austin,92975.7
48.0,Female,Master's,Project Manager,16.7,Boston,126818.17
46.0,Male,Bachelor's,Customer Support Specialist,18.6,Remote,93870.68
25.0,Female,Master's,Data Scientist,4.0,Remote,93947.99
56.0,Female,High School,UX Designer,18.7,Chicago,99676.07
30.0,Male,High School,Sales Executive,8.4,Boston,68906.04
42.0,Male,,Software Engineer,10.2,Atlanta,129062.34
28.0,Male,Master's,Customer Support Specialist,3.3,San Francisco,88807.14
39.0,Female,PhD,Marketing Manager,,Boston,133340.74
31.0,Male,Bachelor's,Software Engineer,7.6,Denver,103128.58
21.0,Female,Bachelor's,Research Scientist,0.0,Austin,65120.37
38.0,Female,Master's,Product Manager,9.6,Austin,117817.91
45.0,Female,Master's,UX Designer,17.3,Remote,116888.87
36.0,Male,Bachelor's,DevOps Engineer,10.6,Boston,117113.03
29.0,Male,Bachelor's,HR Manager,7.4,Boston,77749.51
38.0,Female,PhD,Business Analyst,9.3,Remote,111745.33
32.0,Male,High School,Business Analyst,9.9,Boston,64305.8
33.0,Male,Bachelor's,Business Analyst,4.9,Atlanta,70195.62
34.0,Male,Bachelor's,Data Scientist,3.9,Austin,91718.04
21.0,Male,Bachelor's,Operations Manager,0.0,Austin,82928.66
42.0,Female,Bachelor's,Financial Analyst,15.2,San Francisco,120992.64
25.0,Female,Bachelor's,Operations Manager,0.4,Austin,70545.04
34.0,Male,Bachelor's,Sales Executive,10.8,Seattle,85340.4
36.0,Male,,HR Manager,6.1,Boston,69332.69
,Female,Bachelor's,Project Manager,7.7,Boston,89146.04
29.0,Female,Master's,HR Manager,0.0,Remote,74220.22
42.0,Female,Master's,Financial Analyst,12.4,San Francisco,137740.32
21.0,Female,Bachelor's,DevOps Engineer,0.0,Austin,59910.86
41.0,Male,Bachelor's,Software Engineer,10.4,San Francisco,93910.4
33.0,Male,Bachelor's,Project Manager,9.8,New York,108388.29
27.0,Male,Master's,Sales Executive,4.3,New York,90680.28
47.0,Male,Bachelor's,Data Analyst,15.4,Austin,88813.43
29.0,Male,Bachelor's,Operations Manager,3.3,New York,90560.41
25.0,Female,Master's,Project Manager,4.0,Boston,105526.46
42.0,Female,Bachelor's,Marketing Manager,9.2,Austin,93898.54
41.0,Female,Master's,Customer Support Specialist,9.3,Austin,86694.79
39.0,Male,Master's,Financial Analyst,12.5,Austin,104217.37
35.0,Male,High School,DevOps Engineer,10.5,Chicago,83332.01
50.0,Male,Bachelor's,Data Scientist,23.2,Atlanta,128367.87
51.0,Female,High School,DevOps Engineer,9.8,Atlanta,88790.66
49.0,Male,Bachelor's,Research Scientist,15.1,Chicago,128073.61
31.0,Male,Master's,UX Designer,10.0,Denver,106608.67
27.0,Male,Master's,Sales Executive,4.3,New York,90680.28
37.0,Female,PhD,Operations Manager,10.0,Boston,141618.64
41.0,Female,Master's,Data Analyst,12.7,Denver,96599.14
,Male,Bachelor's,Project Manager,5.0,Denver,98562.08
33.0,Male,Master's,Operations Manager,6.9,Denver,93498.77
44.0,Male,Bachelor's,Marketing Manager,10.8,Seattle,95181.44
33.0,Male,Master's,UX Designer,6.7,New York,111583.39
39.0,Male,Master's,DevOps Engineer,7.9,Austin,102531.79
33.0,Male,Bachelor's,Marketing Manager,10.3,Boston,98857.2
51.0,Male,PhD,UX Designer,15.1,Chicago,126818.53
21.0,Female,Master's,Business Analyst,0.0,Boston,79794.84
44.0,Female,Master's,Software Engineer,15.7,Seattle,137719.33
25.0,Female,Bachelor's,Marketing Manager,0.0,New York,79313.66
30.0,Female,High School,Marketing Manager,9.0,Austin,74634.78
31.0,Male,Bachelor's,Marketing Manager,3.2,Austin,82399.82
26.0,Male,PhD,Marketing Manager,0.7,Seattle,123427.14
44.0,Male,PhD,Product Manager,12.0,Austin,139759.21
47.0,Male,Bachelor's,Business Analyst,15.6,New York,113536.07
35.0,Male,Bachelor's,UX Designer,8.0,Chicago,82735.24
35.0,Female,Bachelor's,Business Analyst,9.7,Seattle,108186.62
36.0,Male,High School,Business Analyst,8.3,Boston,80098.97
33.0,Male,Bachelor's,UX Designer,,Denver,69167.82
30.0,Male,Master's,DevOps Engineer,6.0,Austin,100029.6
37.0,Female,Bachelor's,Marketing Manager,,Remote,80992.1
30.0,Female,Bachelor's,Sales Executive,7.9,Austin,73592.32
35.0,Female,Bachelor's,Data Scientist,8.1,Remote,91174.45
49.0,Male,High School,DevOps Engineer,18.7,Chicago,120230.85
34.0,Female,PhD,Data Scientist,9.3,Chicago,135361.6
40.0,Female,Bachelor's,Operations Manager,5.8,Chicago,76112.89
21.0,Female,High School,Software Engineer,0.0,Denver,50318.63
21.0,Male,PhD,Research Scientist,0.0,New York,116696.63
31.0,Male,Master's,Sales Executive,8.9,San Francisco,104171.34
34.0,Male,Master's,Data Analyst,0.0,Remote,69333.13
33.0,Male,Bachelor's,Financial Analyst,0.3,Chicago,74700.24
58.0,Male,Bachelor's,Customer Support Specialist,18.4,Remote,95038.82
26.0,Male,Bachelor's,Software Engineer,5.0,Austin,82444.33
26.0,Male,Bachelor's,Research Scientist,3.7,Denver,90235.88
43.0,Female,High School,Software Engineer,8.3,Boston,89936.35
30.0,Female,Master's,Data Scientist,,Denver,100492.09
38.0,Female,Bachelor's,Operations Manager,7.2,Atlanta,83223.49
37.0,Female,Master's,Data Analyst,12.3,Boston,117584.89
24.0,Female,Master's,Sales Executive,1.1,Austin,72682.32
53.0,Female,Bachelor's,DevOps Engineer,21.7,Boston,148894.15
41.0,Female,Master's,Financial Analyst,8.2,Chicago,97538.5
31.0,Male,Bachelor's,Data Analyst,5.5,Remote,85572.32
43.0,Male,Bachelor's,Product Manager,7.1,Boston,101312.76
30.0,Male,PhD,DevOps Engineer,2.0,Boston,119851.56
40.0,Female,Master's,Project Manager,4.1,New York,95179.85
44.0,Female,Bachelor's,Data Analyst,5.8,Boston,85069.24
30.0,Female,High School,Data Analyst,8.3,Austin,59179.07
46.0,Female,Master's,Project Manager,19.6,Austin,143582.57
27.0,Female,PhD,Data Analyst,3.5,Chicago,103048.18
21.0,Male,Bachelor's,Product Manager,0.0,Boston,95746.72
32.0,Male,Master's,Operations Manager,3.8,San Francisco,111459.24
40.0,Male,High School,Data Scientist,15.5,Chicago,98119.01
53.0,Female,Bachelor's,Operations Manager,14.8,New York,117572.73
21.0,Female,Bachelor's,Product Manager,0.0,Austin,91000.56
21.0,Female,High School,Marketing Manager,0.0,Boston,48099.16
21.0,Male,Master's,Project Manager,0.0,Atlanta,89910.44
23.0,Female,High School,Customer Support Specialist,0.0,Atlanta,39520.38
34.0,Male,Master's,DevOps Engineer,9.3,San Francisco,133868.16
40.0,Male,Bachelor's,HR Manager,11.1,New York,110506.36
29.0,Male,Bachelor's,Business Analyst,8.0,Denver,83752.66
36.0,Female,High School,Data Scientist,4.6,Chicago,76898.83
47.0,Female,Master's,Marketing Manager,14.7,New York,123620.38
33.0,Male,Master's,Financial Analyst,5.9,Boston,111111.73
36.0,Male,Bachelor's,Marketing Manager,10.1,Austin,100386.92
41.0,Male,Bachelor's,Research Scientist,,Remote,105493.58
33.0,Female,Master's,Business Analyst,7.3,Atlanta,84418.87
30.0,Female,Bachelor's,Project Manager,1.5,New York,74333.7
21.0,Male,Bachelor's,Operations Manager,0.0,Austin,71323.8
28.0,Male,Bachelor's,Research Scientist,,Seattle,105629.13
38.0,Male,Master's,UX Designer,11.7,Boston,103037.08
21.0,Female,Master's,Marketing Manager,0.0,Remote,79370.02
43.0,Male,Master's,Customer Support Specialist,7.3,Austin,69679.97
41.0,Male,High School,HR Manager,5.3,Boston,75888.12
36.0,Male,PhD,Product Manager,7.2,Seattle,150705.33
39.0,Male,Bachelor's,Research Scientist,11.3,Remote,103662.59
22.0,Female,Master's,Research Scientist,1.0,Seattle,109473.84
23.0,Male,Bachelor's,Operations Manager,0.0,Chicago,74703.07
37.0,Male,PhD,Data Analyst,8.6,Boston,120570.09
25.0,Female,Master's,Marketing Manager,0.0,Remote,88295.67
21.0,Male,Bachelor's,Marketing Manager,0.0,Chicago,57661.37
31.0,Female,PhD,Research Scientist,7.2,Remote,114489.23
32.0,Female,High School,Software Engineer,0.4,Remote,57323.0
29.0,Male,Master's,UX Designer,1.6,New York,104645.39
25.0,Female,High School,UX Designer,2.9,Denver,58972.19
24.0,Male,High School,DevOps Engineer,3.0,Denver,65858.68
51.0,Male,Bachelor's,Data Scientist,16.7,Atlanta,119741.8
46.0,,Master's,Business Analyst,14.0,Chicago,112082.28
30.0,Male,High School,UX Designer,1.6,San Francisco,61936.57
40.0,Male,Bachelor's,Product Manager,12.4,Remote,105493.51
50.0,Male,PhD,UX Designer,19.1,Chicago,141625.75
47.0,Male,PhD,Sales Executive,16.0,San Francisco,154604.84
39.0,Male,Bachelor's,UX Designer,9.8,Remote,75041.48
28.0,Male,PhD,Financial Analyst,1.9,New York,122981.27
28.0,Female,Master's,Software Engineer,,Remote,85668.32
26.0,Female,Bachelor's,Product Manager,5.0,Chicago,98030.03
32.0,Female,Bachelor's,Financial Analyst,7.8,San Francisco,97107.16
41.0,Male,High School,Financial Analyst,11.3,New York,96931.1
34.0,Female,Bachelor's,Business Analyst,8.2,Austin,74410.84
32.0,Male,Bachelor's,Project Manager,0.4,Atlanta,80234.54
45.0,Female,Bachelor's,Research Scientist,17.1,Seattle,120997.28
41.0,Male,Bachelor's,Product Manager,13.0,Atlanta,109877.22
34.0,Male,PhD,Customer Support Specialist,6.9,New York,118507.9
30.0,Male,Bachelor's,Operations Manager,4.3,Seattle,87374.39
52.0,Male,Master's,Financial Analyst,17.2,Boston,132449.48
37.0,Female,High School,Product Manager,3.3,New York,94675.9
25.0,Female,Bachelor's,Product Manager,1.1,Remote,85768.05
35.0,Male,Bachelor's,Financial Analyst,8.2,San Francisco,105233.58
30.0,Male,Bachelor's,DevOps Engineer,9.0,San Francisco,116680.47
28.0,Male,Bachelor's,Project Manager,3.1,Remote,80186.6
32.0,Female,Master's,Data Analyst,11.0,Chicago,109025.76
,Male,PhD,DevOps Engineer,19.6,San Francisco,168887.2
46.0,Male,Bachelor's,Sales Executive,12.5,Austin,89987.45
53.0,Male,Bachelor's,Research Scientist,23.2,New York,147567.3
46.0,Female,Bachelor's,Business Analyst,6.1,Atlanta,79973.08
26.0,Female,Bachelor's,Customer Support Specialist,4.0,Chicago,73416.63
31.0,Male,High School,Operations Manager,2.1,San Francisco,83671.33
49.0,Female,Bachelor's,Data Analyst,16.8,Austin,108240.83
21.0,Female,Master's,Software Engineer,0.0,Austin,93546.88
23.0,Male,Bachelor's,Sales Executive,2.0,San Francisco,59749.79
33.0,Female,Bachelor's,Project Manager,12.0,Seattle,112293.39
33.0,Male,Bachelor's,UX Designer,8.2,Chicago,81752.58
42.0,Male,High School,Data Analyst,12.2,San Francisco,86098.26
37.0,Male,Bachelor's,Product Manager,7.9,Atlanta,109891.8
50.0,Male,High School,Data Analyst,13.4,Seattle,82655.12
32.0,Female,Master's,Software Engineer,9.7,New York,106468.6
22.0,Female,Bachelor's,Customer Support Specialist,1.0,New York,70952.7
37.0,Male,High School,Product Manager,6.3,Seattle,90821.54
43.0,Female,High School,Software Engineer,13.4,Remote,80529.03
36.0,Male,High School,Data Analyst,13.1,Austin,81347.88
47.0,Male,PhD,Project Manager,13.6,Atlanta,128459.51
59.0,Male,PhD,Business Analyst,21.0,Atlanta,159405.32
21.0,Female,Master's,Data Analyst,0.0,New York,81615.44
,Male,Bachelor's,Data Scientist,6.0,Boston,104030.35
43.0,Male,High School,Sales Executive,11.3,Chicago,59866.09
34.0,Male,Bachelor's,Research Scientist,4.3,Boston,105741.61
51.0,Male,Bachelor's,Software Engineer,15.8,Denver,112926.44
34.0,Male,High School,Financial Analyst,2.4,Austin,51812.08
51.0,Male,High School,Data Scientist,17.3,Denver,111627.94
25.0,Male,Master's,Business Analyst,0.0,Boston,79351.65
21.0,Male,High School,HR Manager,0.0,Denver,45298.88
28.0,Male,Bachelor's,Research Scientist,2.8,Chicago,94717.25
40.0,Female,PhD,Product Manager,16.9,Seattle,162288.31
41.0,Female,Bachelor's,Data Analyst,12.8,New York,97475.58
30.0,Male,Master's,HR Manager,5.7,Seattle,92708.7
28.0,Male,Master's,Software Engineer,3.3,Remote,88707.2
21.0,Female,Master's,Financial Analyst,0.0,New York,91528.43
32.0,Male,,Sales Executive,11.0,Seattle,92604.71
30.0,Female,PhD,HR Manager,2.0,Austin,100869.49
53.0,Female,High School,Sales Executive,22.0,Seattle,113206.21
29.0,Male,PhD,Data Scientist,7.8,Boston,124115.73
31.0,Male,Bachelor's,Sales Executive,10.0,Boston,83259.3
33.0,Male,High School,DevOps Engineer,3.0,Seattle,76268.62
46.0,Female,Bachelor's,Customer Support Specialist,15.9,Atlanta,87911.67
46.0,Female,Bachelor's,Financial Analyst,12.2,Boston,114738.05
34.0,Male,High School,Data Scientist,9.0,Boston,86579.82
37.0,Male,High School,Operations Manager,4.4,Austin,71805.11
22.0,Male,Master's,Data Analyst,1.0,Atlanta,75184.7
27.0,Male,Bachelor's,UX Designer,6.0,Atlanta,76314.07
49.0,Male,Master's,DevOps Engineer,16.5,San Francisco,149746.04
31.0,Male,High School,Financial Analyst,4.1,Chicago,71251.48
40.0,Male,High School,Software Engineer,14.3,New York,106658.53
41.0,Female,Bachelor's,UX Designer,12.1,Atlanta,103447.57
36.0,Female,Master's,Customer Support Specialist,9.8,Boston,94797.83
25.0,Male,Bachelor's,Business Analyst,1.0,Denver,64820.43
38.0,Female,Bachelor's,Research Scientist,13.3,New York,111405.33
31.0,Female,Bachelor's,Data Analyst,9.3,Austin,73871.2
34.0,Male,Bachelor's,Marketing Manager,7.5,Atlanta,85239.11
32.0,,Bachelor's,UX Designer,7.5,Atlanta,81453.5
27.0,Male,Master's,Data Scientist,0.3,Atlanta,99988.22
40.0,Male,Bachelor's,Software Engineer,14.3,Chicago,105375.71
43.0,Male,Bachelor's,Financial Analyst,12.9,Denver,104565.81
21.0,Female,Master's,UX Designer,0.0,New York,88618.57
41.0,Female,Master's,Product Manager,7.6,San Francisco,126994.31
26.0,Male,Master's,Project Manager,0.0,Chicago,78191.0
37.0,Female,Bachelor's,Software Engineer,14.3,Seattle,118628.3
42.0,Female,Master's,Marketing Manager,8.2,Denver,97986.57
30.0,Male,Bachelor's,Data Scientist,9.0,Boston,106569.99
43.0,Female,PhD,Sales Executive,7.5,Austin,100396.06
29.0,Male,High School,Data Scientist,2.4,San Francisco,90270.64
35.0,Female,PhD,DevOps Engineer,11.4,Seattle,141395.98
39.0,Male,Bachelor's,Sales Executive,15.7,Atlanta,88439.13
21.0,Female,PhD,HR Manager,0.0,Chicago,107524.61
29.0,Male,High School,Data Analyst,0.1,New York,56079.27
32.0,Male,PhD,Software Engineer,7.6,Atlanta,115499.44
33.0,Male,PhD,Software Engineer,3.4,Boston,136596.4
29.0,Female,Bachelor's,Business Analyst,2.7,Remote,66570.52
31.0,Male,Master's,Software Engineer,5.1,Seattle,110723.93
21.0,Male,PhD,Marketing Manager,0.0,Austin,94439.94
29.0,Male,Bachelor's,Business Analyst,0.8,Atlanta,46574.61
52.0,,Master's,Marketing Manager,13.7,New York,138181.21
43.0,Male,Bachelor's,Customer Support Specialist,10.4,New York,87031.08
25.0,Male,Bachelor's,Sales Executive,2.7,Atlanta,68295.32
37.0,,Master's,Sales Executive,,Boston,87342.71
39.0,Male,Master's,Product Manager,11.0,Denver,118694.57
38.0,Male,Bachelor's,UX Designer,9.3,Austin,85327.72
40.0,Female,Master's,Financial Analyst,7.5,Remote,102712.8
24.0,Female,Master's,Product Manager,0.0,Atlanta,98591.0
23.0,Male,Master's,Project Manager,2.0,New York,99063.8
46.0,Female,Bachelor's,Business Analyst,13.8,Remote,90737.41
38.0,Female,High School,HR Manager,8.2,Boston,71891.92
24.0,Female,Master's,Operations Manager,3.0,Atlanta,81940.93
38.0,Male,Bachelor's,Project Manager,15.6,Atlanta,110209.23
33.0,Female,High School,HR Manager,10.9,New York,87446.32
49.0,Female,PhD,Customer Support Specialist,16.9,Austin,137457.26
41.0,Male,Bachelor's,Operations Manager,12.7,Seattle,111923.1
57.0,Male,Master's,HR Manager,16.5,Boston,121800.16
37.0,Male,Master's,DevOps Engineer,12.8,Chicago,124342.94
21.0,Female,PhD,HR Manager,0.0,New York,101273.77
45.0,Female,Bachelor's,Business Analyst,17.8,Boston,98704.1
41.0,Female,High School,Data Analyst,13.8,San Francisco,87798.03
33.0,Female,Bachelor's,UX Designer,5.1,Boston,75822.71
41.0,Female,Master's,Project Manager,14.6,Remote,119921.65
41.0,Male,High School,HR Manager,11.7,Chicago,71713.55
33.0,Female,PhD,Software Engineer,8.9,Austin,119524.22
32.0,Male,Bachelor's,Financial Analyst,5.0,Seattle,77274.22
39.0,Female,Bachelor's,Software Engineer,11.3,Denver,88896.36
34.0,Male,Master's,HR Manager,7.7,Atlanta,105015.29
48.0,Female,Bachelor's,Product Manager,8.4,Denver,103702.99
21.0,Female,Bachelor's,Data Scientist,0.0,Chicago,77252.7
34.0,Male,Master's,Research Scientist,6.6,Remote,91231.74
22.0,Male,PhD,Sales Executive,0.0,Boston,101009.76
26.0,Female,,Financial Analyst,2.6,Denver,80297.26
37.0,Male,Bachelor's,Data Analyst,16.0,Chicago,106884.46
44.0,Male,Bachelor's,Sales Executive,12.9,New York,90770.13
44.0,Male,PhD,Research Scientist,14.5,San Francisco,159498.63
53.0,Male,Master's,Data Scientist,17.5,San Francisco,156485.92
39.0,Female,High School,Data Scientist,7.5,Atlanta,84170.76
21.0,Male,Bachelor's,Product Manager,0.0,Austin,84551.45
27.0,Female,Bachelor's,HR Manager,2.0,Denver,68001.79
36.0,Female,Master's,Product Manager,14.3,Remote,128172.34
51.0,Male,Bachelor's,Sales Executive,13.8,Seattle,104088.75
48.0,Male,Master's,UX Designer,15.7,Austin,115669.05
46.0,Male,Bachelor's,Business Analyst,,Denver,91188.04
37.0,,Bachelor's,Project Manager,8.1,Boston,94900.45
35.0,Female,High School,Business Analyst,3.9,Seattle,71152.6
21.0,Female,PhD,Customer Support Specialist,0.0,San Francisco,115712.69
24.0,Male,High School,Product Manager,0.0,San Francisco,70011.04
43.0,,,Customer Support Specialist,15.5,New York,110882.51
24.0,Female,Bachelor's,HR Manager,3.0,Chicago,71342.54
39.0,Female,Bachelor's,Business Analyst,12.0,Boston,101127.3
,Female,Master's,Marketing Manager,18.3,Boston,130084.61
42.0,Male,Master's,Product Manager,8.3,New York,120732.88
31.0,Female,Master's,Product Manager,,Boston,122554.38
21.0,Male,Master's,Software Engineer,0.0,Denver,87312.23
38.0,Male,Master's,UX Designer,7.4,Chicago,81656.02
33.0,Male,Bachelor's,Business Analyst,4.6,Chicago,81030.53
30.0,Male,High School,Customer Support Specialist,4.7,San Francisco,81914.95
27.0,Male,Master's,Research Scientist,6.0,Seattle,105023.05
34.0,Female,Bachelor's,Sales Executive,9.4,Chicago,91406.81
39.0,Male,High School,Financial Analyst,12.0,Atlanta,71936.35
21.0,Female,PhD,Software Engineer,0.0,San Francisco,134348.99
28.0,Male,High School,Sales Executive,3.2,Austin,42076.3
21.0,Female,,Project Manager,0.0,Chicago,74757.08
28.0,,Bachelor's,Research Scientist,4.4,New York,111234.79
23.0,Male,Master's,Business Analyst,0.4,Seattle,91813.62
33.0,Male,Bachelor's,Marketing Manager,10.3,San Francisco,104005.27
49.0,Male,Master's,Data Scientist,13.8,Atlanta,117380.55
45.0,Female,Bachelor's,Operations Manager,13.2,New York,115956.16
23.0,Male,Bachelor's,Software Engineer,,Austin,58140.3
46.0,Male,,Sales Executive,16.8,San Francisco,105516.22
38.0,Female,PhD,Operations Manager,7.2,Austin,121006.46
24.0,Female,Bachelor's,Customer Support Specialist,3.0,San Francisco,78693.54
40.0,Male,,Data Analyst,7.5,Remote,73740.76
21.0,Female,Master's,Financial Analyst,0.0,Austin,76335.73
35.0,Male,Bachelor's,Customer Support Specialist,11.9,Atlanta,73312.2
26.0,Female,Master's,Operations Manager,0.0,Remote,81301.36
36.0,,Master's,UX Designer,10.0,San Francisco,121529.77
39.0,Female,Bachelor's,Data Analyst,7.1,Denver,83145.24
21.0,Female,PhD,DevOps Engineer,0.0,New York,122670.58
33.0,Female,Bachelor's,Business Analyst,5.9,Denver,82898.54
33.0,Male,,Business Analyst,0.8,Remote,73561.55
44.0,Male,High School,Financial Analyst,5.5,Denver,77806.8
39.0,Male,PhD,Software Engineer,14.6,San Francisco,162479.07
32.0,Male,Master's,Financial Analyst,4.8,New York,102761.55
35.0,Male,Master's,Financial Analyst,7.4,Seattle,110189.46
28.0,Female,Master's,Financial Analyst,5.7,Atlanta,87052.16
21.0,Female,Bachelor's,DevOps Engineer,0.0,Remote,65304.68
30.0,Female,Master's,Software Engineer,7.9,San Francisco,123513.29
21.0,Female,High School,DevOps Engineer,0.0,Remote,57389.55
31.0,Male,Bachelor's,Business Analyst,9.5,San Francisco,105059.24
29.0,Female,Bachelor's,Financial Analyst,5.5,Atlanta,73036.57
32.0,Female,High School,DevOps Engineer,7.9,New York,88339.72
29.0,Female,Master's,Software Engineer,5.9,Seattle,116803.69
51.0,Female,Bachelor's,Research Scientist,19.1,New York,139052.07
42.0,Female,Master's,Data Analyst,9.0,Boston,104345.66
39.0,Male,Bachelor's,HR Manager,10.5,Denver,74901.34
38.0,Female,Bachelor's,Sales Executive,13.5,New York,106153.17
